"id","word","normalized_word","cefr_level","pos","pos_vi","phonetic","risk_score","flags","sense_count","meaning_length","primary_meaning_vi","meaning_vi","example_en","example_vi"
"24936","drop","drop","A2","noun","ngoại động từ","/drɔp/","9","POS_MISMATCH | MANY_SENSES | LONG_MEANING | NOISY_PRIMARY_MEANING","67","1682","giọt (nước","giọt (nước, máu, thuốc...); hớp nhỏ rượu mạnh, ly nhỏ rượu mạnh, chút xíu rượu mạnh; kẹo viên, viên (bạc hà...); hoa (đeo tai); dây rủ (có xâu hạt pha lê ở đèn treo); sự rơi; quãng rơi; sự xuống dốc, sự thất thế; sự hạ, sự giảm, sa sụt; chỗ thụt xuống thình lình (của mặt đường...); mực thụt xuống; dốc đứng; màn hạ lúc nghỉ tạm ((cũng) drop-curtain); cú đá quả bóng đang bật ((cũng) drop-kick); ván rút (ở chân giá treo cổ); miếng (sắt...) che lỗ khoá; khe đút tiền (máy bán hàng tự động); sự thả dù (vũ khí, thức ăn, quân...); vật thả dù; chảy nhỏ giọt, rơi nhỏ giọt; nhỏ giọt ráo nước; rơi, rớt xuống, gục xuống; tình cờ thốt ra, tình cờ nói ra; thôi ngừng lại, dừng lại, đứt đoạn; sụt, giảm, hạ; lắng xuống; rơi vào (tình trạng nào đó...); co rúm lại, thu mình lại (trước thú săn) (chó săn); nhỏ giọt, cho chảy nhỏ giọt; để rơi, buông rơi, bỏ xuống, ném xuống; vô tình thốt ra, buông (lời...); viết qua loa (cho ai vài dòng...); đẻ (cừu); bỏ lướt, bỏ không đọc (một chữ...); cho xuống xe (người); đưa đến (gói hàng); cúi (mặt...) xuống; hạ thấp (giọng); thua; đánh gục, bắn rơi, chặt đổ; bỏ (công việc, ý định...); ngừng (câu chuyện...); cắt đứt (cuộc đàm phán...); bỏ rơi (ai); thôi; phát bằng cú đá bóng đang bật nảy; ghi (bàn thắng) bằng cú đá bóng đang bật nảy (bóng đá); tình cờ gặp, ngẫu nhiên gặp; măng nhiếc, xỉ vả; trừng phạt (ai); lần lượt bỏ đi; tạt vào thăm; nhân tiện đi qua ghé vào thăm; lần lượt vào kẻ trước người sau; đi biến, mất hút; ngủ thiếp đi; chết; mắng nhiếc, xỉ vả; trừng phạt (ai); biến mất, mất hút; bỏ ra ngoài, không ghi vào (dánh sách...); rút ra khỏi (cuộc đấu...); bỏ học nửa chừng; curtsey; biến mất, mất hút; thiếu cái gì; không đạt tới cái gì","Put three drops of oil into the mixture.",""
"24695","back","back","A2","adjective","nội động từ","/bæk/","9","POS_MISMATCH | MANY_SENSES | LONG_MEANING | NOISY_PRIMARY_MEANING","60","1270","lưng (người","lưng (người, vật); ván lưng, ván ngựa (ghế); đằng sau; mặt sau, mặt trái; sống (dao); gáy (sách); mu (bàn tay); chỗ trong cùng; hậu vệ; cái ăn cái mặc; trong thâm tâm, trong đáy lòng; đứng đằng sau lưng ai; trợ lực cho ai, ủng hộ ai, làm hậu thuẫn cho ai; đuổi theo sát ai; biết được nguyên nhân sâu xa, nắm được bí mật của cái gì; nằm ngửa; bị thua, bị thất bại, nàm vào hoàn cảnh bất lực; ốm liệt giường; làm việc cật lực, làm việc đến sụm cả lưng; bắt ai làm việc cật lực; đánh gãy sống lưng ai; luồn cúi ai, quỵ luỵ ai; làm cho ai nổi giận, làm cho ai phát cáu; nổi giận, phát cáu; hiểu được thực chất của vấn đề gì; cúi xuống (chơi nhảy cừu); miệt mài làm việc gì, đem hết nhiệt tình ra làm việc gì; rob; neck; quay lưng lại với ai; lâm vào thế cùng; trong việc này có điều gì uẩn khúc; sau; hậu; còn chịu lại, còn nợ lại; để quá hạn, cũ, đã qua; ngược, lộn lại, trở lại; lùi lại, về phía sau; trước (thời gian); trả lại, trở lại, ngược lại; cách, xa; tới lui; phản bạn; không giữ lời hứa; đến đó và trở lại; lùi; ủng hộ (một kế hoạch...); đánh cá, đánh cuộc (một con ngựa...); đóng gáy (quyển sách); cưỡi (ngựa); cùng ký vào, ký tiếp vào (một văn kiện...); lùi lại; dịu trở lại (gió); bỏ, chùn lại; lùi; thoái lui; nuốt lời; lui, rút lui; lẩn trốn; lưỡng lự, do dự","Could you please scratch my back?",""
"24452","kick","kick","A1","noun","ngoại động từ","/kik/","9","POS_MISMATCH | MANY_SENSES | LONG_MEANING | NOISY_PRIMARY_MEANING","44","1183","trôn chai (chỗ lõm ở đít chai)","trôn chai (chỗ lõm ở đít chai); cái đá, cú đá (đá bóng); cái đá hậu (ngựa); sự giật (của súng, khi bắn); tay đá bóng, cầu thủ; hơi sức; sức bật, sực chống lại; ,  (thông tục) lý do phản kháng, lý do phản đối; sự phản kháng, sự phản đối; sự thích thú, sự thú vị; (từ Mỹ,nghĩa Mỹ),  (từ lóng) trò vui, trò nhộn; sự việc thay đổi bất ngờ, việc bất ngờ; bị đá bị đuổi, bị sa thải; bị chửi nhiều được khen ít; bực mình khó chịu nhiều hơn là thích thú; đá, đá hậu (ngựa); giật (súng); chống lại, kháng cự, phản đối, phản kháng; tỏ ý khó chịu với; đá; sút ghi (bàn thắng) (bóng đá); đá vung, đá lung tung; ,  (thông tục) hành hạ, đối xử thô bạo; ,  (thông tục) đi lung tung đây đó; ,  (thông tục) nghĩ về, bàn luận về; đánh ngược trở lại (maniven ô tô); đá lại; đá (quả bóng) trả lại; trả lại (của ăn cắp hoặc một phần số tiền do bị ép buộc hay thoả thuận riêng mà phải nhận...); đá bung (cửa); ,  (từ lóng) góp phần, đóng góp; ,  (từ lóng) chết; đá bật đi; bắt đầu ra bóng, bắt đầu ra trận đấu bóng đá; đá ra; tống cổ ra; đá tung lên; gây nên; kháng cự vô ích chỉ chuốc lấy cái đau đớn vào thân; bucket; heel; kháng cự lại, không chịu sự kiềm thúc gò ép; đề bạt ai cốt để tống khứ đi; heel","A kick to the knee.",""
"24889","dead","dead","A2","adjective","phó từ","/ded/","9","POS_MISMATCH | MANY_SENSES | LONG_MEANING | NOISY_PRIMARY_MEANING","31","842","chết (người","chết (người, vật, cây cối); tắt, tắt ngấm; chết, không hoạt động; không sinh sản; hết hiệu lực; không dùng được nữa; tê cóng, tê bại, tê liệt; xỉn, không bóng (màu, vàng...); đục, không vang (âm thanh...); không màng đến, không biết đến, chai điếng, điếc đặc không chịu nghe; thình lình, hoàn toàn; không có thế hiệu; ,  (thông tục) ngu xuẩn, đần độn; đã chết và chôn; đã qua từ lâu; đã bỏ đi không dùng đến từ lâu; chết thật rồi, chết cứng ra rồi; chai không, chai đã uống hết; gần chết, thừa sống thiếu chết; chết giấc, bất tỉnh nhân sự; người chết thì không còn tiết lộ bí mật được nữa; những người đã chết, những người đã khuất; giữa; hãy để cho quá khứ chôn vùi quá khứ đi; hãy quên quá khứ đi; ,  (thông tục) nhất định, kiên quyết; đứng đắn, không đùa; đúng vào, ngay vào, thẳng vào; hoàn toàn; hằn lại, sững lại; kiên quyết phản đối ai","Have respect for the dead.",""
"25234","mark","mark","A2","noun","ngoại động từ","/mɑ:k/","9","POS_MISMATCH | MANY_SENSES | LONG_MEANING | NOISY_PRIMARY_MEANING","26","826","đồng Mác (tiền Đức)","đồng Mác (tiền Đức); dấu, nhãn, nhãn hiệu; dấu, vết, lằn; bớt (người), đốm, lang (súc vật); dấu chữ thập (thay chữ ký của những người không biết viết); đích, mục đích, mục tiêu ((nghĩa đen) & (nghĩa bóng)); chứng cớ, biểu hiện; danh vọng, danh tiếng; mức, tiêu chuẩn, trình độ; điểm, điểm số; đánh dấu, ghi dấu; cho điểm, ghi điểm; chỉ, bày tỏ; biểu lộ, biểu thị; chứng tỏ, đặc trưng; để ý, chú ý; ghi (giá hàng) hạ hơn (trên phiếu ghi giá); chọn lựa, phân biệt, tách ra ((nghĩa đen) & (nghĩa bóng)); giới hạn, vẽ ranh giới, quy định ranh giới (để xây dựng); vạch (con đường); vạch, đề ra (kế hoạch); chỉ định, chọn lựa (để làm một nhiệm vụ, công việc gì); ghi (giá hàng) cao hơn (trên phiếu ghi giá); định giá bán (bằng cách cộng thêm kinh phí vào giá vốn); giậm chân tại chỗ theo nhịp; giậm chân tại chỗ, không tiến chút nào","to mark a box or bale of merchandise",""
"25813","count","count","B1","noun","nội động từ","/kaunt/","9","POS_MISMATCH | MANY_SENSES | LONG_MEANING | NOISY_PRIMARY_MEANING","26","781","bá tước (không phải ở Anh) ((xem) earl)","bá tước (không phải ở Anh) ((xem) earl); sự đếm; sự tính; tổng số; điểm trong lời buộc tội; sự hoãn họp (khi chỉ có dưới 40 nghị viên có mặt) (nghị viện Anh) ((cũng) count-out); biết đã đếm được bao nhiêu; không nhớ đã đếm được bao nhiêu; đếm; tính; kể cả, gồm cả, tính đến, kể đến; coi là, coi như, chom là; đếm, tính; có giá trị; được kể đến, được tính đến, được chú ý đến, được quan tâm đến; đếm ngược từ 10 đến 0 (trong các cuộc thí nghiệm...); hy vọng ở, trông mong ở; để riêng ra, không tính vào (một tổng số); đếm ra, lấy ra; tuyên bố bị đo ván (quyền Anh) (sau khi đã đếm đến 10 mà chưa dậy được); hoãn họp (vì không đủ 40 người) (nghị viện Anh); cộng sổ, tính sổ; tính toán hơn thiệt; coi như đã chết (mất); rất (ít, không) có giá trị, rất (ít, không) có tác dụng; chicken","Give the chairs a quick count to check if we have enough.",""
"24486","long","long","A1","adjective","nội động từ","/lɔɳ/","9","POS_MISMATCH | MANY_SENSES | LONG_MEANING | NOISY_PRIMARY_MEANING","37","764","dài (không gian","dài (không gian, thời gian); xa, lâu; kéo dài; cao; nhiều, đáng kể; dài dòng, chán; quá, hơn; chậm, chậm trễ, lâu; tạm biệt trong một thời gian dài; bow; mạnh cánh có thế lực; mặt dài ra, chán nản, buồn xỉu; linh lợi; láu lỉnh; nhìn xa thấy rộng; hay nói nhiều; trường hơi, có thể chạy lâu mà không nghỉ; có thể nói mãi mà không mệt; với tay ai (để lấy cái gì); vẫy mũi chế giễu; biết nhìn xa nghĩ rộng; nhìn thấu được vấn đề; sau cùng, sau rốt, kết quả là, rốt cuộc; có từ lâu đời; home; thời gian lâu; vụ nghỉ hè; tóm lại; tất cả vấn đề thâu tóm lại, nói gọn lại; lâu, trong một thời gian dài; suốt trong cả một khoảng thời gian dài; lâu, đã lâu, từ lâu; tạm biệt!; miễn là, chỉ cần, với điều kiện là; chừng nào mà; mãi mới; nóng lòng, mong mỏi, ước mong, ao ước","Every uptick made the longs cheer.",""
"24561","nose","nose","A1","noun","động từ","/nouz/","9","POS_MISMATCH | MANY_SENSES | LONG_MEANING | NOISY_PRIMARY_MEANING","31","756","mũi (người)","mũi (người); mõm (súc vật); khứu giác; sự đánh hơi; mùi, hương vị; đầu mũi (của một vật gì); trả lời một cách sỗ sàng; trong cơn bực tức với mình lại tự mình làm hại thân mình; đi thẳng về phía trước; chỉ theo linh tính; grindstone; lead; look; người dễ uốn nắn; người bảo sao nghe vậy; phao câu (gà...); chõ mũi vào việc của người khác; phải trả một giá cắt cổ; choán chỗ ai, hất cẳng ai; làm cho ai chưng hửng, làm cho ai thất vọng, làm cho ai vỡ mộng; nói giọng mũi; kiểm diện, đếm số người có mặt; kiểm phiếu; lấy đa số để quyết định một vấn đề gì; hếch mũi nhại (ai); ngay ở trước mắt, ngay ở trước mũi mình; ngửi, đánh hơi ((nghĩa đen) & (nghĩa bóng)); dính vào, chõ vào, xen vào; dí mũi vào, lấy mũi di di (cái gì); đâm bổ xuống (máy bay); lấn đường","She has a cold in the nose.",""
"25026","fit","fit","A2","adjective","nội động từ","/fit/","9","POS_MISMATCH | MANY_SENSES | LONG_MEANING | NOISY_PRIMARY_MEANING","37","724","đoạn thơ ((cũng) fytte)","đoạn thơ ((cũng) fytte); cơn (đau); sự ngất đi, sự thỉu đi; đợt; hứng; đánh thắng ai một cách dễ dàng; không đều, thất thường, từng đợt một; làm ai ngạc nhiên; xúc phạm đến ai; ,  (từ lóng) nổi cơn tam bành, điên tiết lên; sự làm cho vừa, sự điều chỉnh cho vừa; kiểu cắt (quần áo) cho vừa; cái vừa vặn; dùng được; thích hợp, vừa hơn; xứng đáng; đúng, phải; sãn sàng; đến lúc phải; mạnh khoẻ, sung sức; bực đến nỗi; hoang mang đến nỗi (có thể làm điều gì không suy nghĩ); mệt đến nỗi (có thể ngã lăn ra); (dùng như phó từ) đến nỗi; candle; hợp, vừa; làm cho hợp, làm cho vừa; lắp; vừa hợp; thích hợp, phù hợp, ăn khớp; ăn khớp; khớp với; làm cho khớp với; mặc thử (quần áo); trang bị; sửa sang cho có tiện nghi (nhà ở); glove","Since he put on weight, his jeans have been a tight fit.",""
"24341","game","game","A1","noun","tính từ","/geim/","9","POS_MISMATCH | MANY_SENSES | LONG_MEANING | NOISY_PRIMARY_MEANING","32","717","trò chơi (như bóng đá","trò chơi (như bóng đá, quần vợt, bài lá...); dụng cụ để chơi (các trò chơi); cuộc thi điền kinh, cuộc thi đấu; ván (bài, cờ...); trò cười; chuyện nực cười, trò đùa; sự trêu chọc, sự chế nhạo; trò láu cá, mánh khoé; ý đồ, mưu đồ; thú săn; thịt thú săn; ,  (từ lóng) mục tiêu theo đuổi khó khăn, mục tiêu nguy hiểm; con vật bị săn, con vật bị dồn; người bị theo đuổi, vật bị theo đuổi; bầy (thiên nga); không sung sức; sung sức; có những tham vọng cao hơn; nắm chắc thắng lợi trong tay; làm chủ được cuộc đấu; play; anh thắng cuộc; việc làm lợi chẳng bõ công; thu không bù chi; việc làm đã thất bại; đánh bạc; thua bạc khánh kiệt; như gà chọi; dũng cảm, anh dũng, gan dạ; có nghị lực; bị bại liệt (chân, tay); què, thọt","He's in the securities game somehow.",""
"25036","fool","fool","A2","noun","nội động từ, ((thường) + about,  (từ Mỹ,nghĩa Mỹ) + around)","/fu:l/","9","POS_MISMATCH | MANY_SENSES | LONG_MEANING | NOISY_PRIMARY_MEANING","25","697","món hoa quả nấu (trộn với sữa kem...)","món hoa quả nấu (trộn với sữa kem...); người khờ dại, người ngu xuẩn, người xuẩn ngốc; người làm trò hề, anh hề; người bị lừa phỉnh; nhọc mình mà chẳng nên công cán gì; không ra cái thớ gì khi đem so sánh với...; không phải là ngốc, không phải là ngu dại; khôn ngoan láu; sắp hết lý sự; xử sự như một thằng ngốc; đánh lừa ai; làm cho ai hoá thanh một thằng xuẩn ngốc; người khôn ngoan không cần bác sĩ; già còn chơi trông bổi; làm trò hề; lầm to; làm trò vớ vẩn, làm trò ngố; ,  (thông tục),  (như) foolish; lừa gạt, lừa phỉnh, đánh lừa (ai); lừa (tiền); lãng phí (một cách ngu dại) (tiền, thời gian); làm những chuyện ngớ ngẩn ngu dại; vớ vẩn, lãng phí thời gian; làm trò hề, làm trò ngố; đùa cợt","The village fool threw his own shoes down the well.",""
"24546","neck","neck","A1","noun","ngoại động từ","/nek/","9","POS_MISMATCH | MANY_SENSES | LONG_MEANING | NOISY_PRIMARY_MEANING","25","630","cổ (người","cổ (người, súc vật; chai, lọ); thịt cổ (cừu); chỗ thắt lại, chỗ hẹp lại (của một cái gì); tính táo tợn, tính liều lĩnh; người táo tợn, người liều lĩnh; khắc phục được những phần khó khăn nhất (của một công việc...); bị đánh chết; bị một vố đau; bị quở trách trừng phạt nặng nề; bị thải hồi; dở bướng, cứng đầu cứng cổ; ngang nhau, không hơn nhau tí nào (chạy thi; đua ngựa); được ăn cả ngã về không; một mất một còn; liều mạng; thoát chết ((nghĩa đen) & (nghĩa bóng)); thách đánh; sự bướng bỉnh, sự ngoan cố, sự cứng đầu cứng cổ; nói lung tung, nói bừa bãi; tread; về đích hơn một đầu (đua ngựa); ,  (từ lóng) ôm cổ; ôm ấp, âu yếm","Giraffes have long necks.",""
"24199","corner","corner","A1","noun","nội động từ","/'kɔ:nə/","9","POS_MISMATCH | MANY_SENSES | LONG_MEANING | NOISY_PRIMARY_MEANING","23","567","góc (tường","góc (tường, nhà, phố...); nơi kín đáo, xó xỉnh; chỗ ẩn náu, chỗ giấu giếm; nơi, phương; sự đầu cơ, sự lũng đoạn thị trường; quả phạt gốc; đi tắt; drive; ngã té; được ai yêu mến; dành cho ai một cảm tình đặc biệt; có cảm tình với ai, yêu mến ai; ,  (thông tục) chỗ nguy hiểm, chỗ chiến sự xảy ra ác liệt; liếc ai, nhìn trộm ai; nơi nguy hiểm; hoàn cảnh khó khăn; rẽ, ngoặt; vượt qua nơi nguy hiểm, vượt qua giai đoạn khó khăn; đặt thành góc, làm thành góc; để vào góc; dồn vào chân tường, dồn vào thế bí; mua vét (để đầu cơ, lũng đoạn thị trường); vét hàng (để đầu cơ)","The corners of the wire mesh were reinforced with little blobs of solder.",""
"25961","dive","dive","B1","noun","nội động từ","/daiv/","9","POS_MISMATCH | MANY_SENSES | LONG_MEANING | NOISY_PRIMARY_MEANING","17","560","sự nhảy lao đầu xuống (nước...)","sự nhảy lao đầu xuống (nước...); sự lặn; sự đâm bổ xuống, sự bổ nhào xuống (máy bay); sự lặn (tàu ngầm); sự vụt biến mất, sự vụt lao biến đi; sự thọc tay vào túi; quán rượu chui (nơi lui tới của bọn vô lại...); chỗ ẩn náu (của bọn lưu manh; cửa hàng ở tầng hầm (thường bán một số hàng đặc biệt); nhảy lao đầu xuống (nước...); lặn; đâm bổ xuống, bổ nhào xuống (máy bay); lặn (tàu ngầm); lặn xuống thình lình, chìm xuống thình lình; vụt lao biến đi, vụt biến mất; thọc tay vào (túi, nước...); chìm đắm vào, mải mê vào, đi sâu vào (công việc nghiên cứu cái gì...)","the dive of a hawk after prey",""
"24053","bar","bar","A1","noun","giới từ","/bɑ:/","9","POS_MISMATCH | MANY_SENSES | LONG_MEANING | NOISY_PRIMARY_MEANING","27","521","barơ (đơn vị áp suất)","barơ (đơn vị áp suất); thanh, thỏi; chấn song; then chắn (cửa); vật ngáng; cái ngáng đường (để thu thuế); cồn cát ngầm (ở cửa sông hay hải cảng); vạch ngang (ở trên huy chương); vạch đường kẻ; gạch nhịp; nhịp; thanh, cần; xà; sự kháng biện; vành móng ngựa, toà; nghề luật sư; quầy bán rượu; sự trở ngại, sự cản trở (về tinh thần); cài, then (cửa); chặn (đường...), ngăn cản; vạch đường kẻ; cấm, cấm chỉ; ghét, không ưa (một người, một thói quen); kháng biện; chặn (cửa) không cho ra; chặn (cửa) không cho vào; trừ, trừ ra","The window was protected by steel bars.",""
"25052","fresh","fresh","A2","adjective","danh từ","/freʃ/","9","POS_MISMATCH | MANY_SENSES | LONG_MEANING | NOISY_PRIMARY_MEANING","16","437","tươi (hoa","tươi (hoa, trứng, sữa, cá, thịt...); tươi tắn, mơn mởn; còn rõ rệt, chưa phai mờ; trong sạch, tươi mát, mát mẻ (không khí...); mới; vừa mới tới, vừa mới ra; non nớt, ít kinh nghiệm; không mặn, không chát (bơ...); ngọt (nước); khoẻ khắn, sảng khoái, khoẻ mạnh, lanh lợi; ,  (từ lóng) hỗn xược, xấc láo, sỗ sàng; ,  (từ lóng) ngà ngà say, chếnh choáng; vừa mới có sữa (bò cái sau khi đẻ); mới; lúc tươi mát, lúc mát mẻ; dòng nước trong mát","He followed the fresh hoofprints to find the deer.",""
"26929","drain","drain","B2","noun","nội động từ","/drein/","9","POS_MISMATCH | MANY_SENSES | LONG_MEANING | NOISY_PRIMARY_MEANING","12","417","ống dẫn (nước...)","ống dẫn (nước...), cống, rãnh, mương, máng; ống dẫn lưu; sự rút hết, sự bòn rút hết, sự tiêu hao, sự làm kiệt quệ; hớp nhỏ (rượu); + off,  away) rút, tháo, tiêu (nước); làm ráo nước (quần áo giặt, bát đĩa rửa); uống cạn (nước, rượu); dẫn lưu; rút hết, bòn rút hết, tiêu hao, làm kiệt quệ; + off,  away) chảy đi, thoát đi, tiêu đi (nước...); ráo nước (quần áo giặt, bát đĩa rửa); chảy ròng ròng, chảy nhỏ giọt (qua...)","The drain in the kitchen sink is clogged.",""
"24178","coach","coach","A1","noun","nội động từ","/koutʃ/","9","POS_MISMATCH | MANY_SENSES | LONG_MEANING | NOISY_PRIMARY_MEANING","15","408","xe ngựa bốn bánh ((thường) bốn ngựa)","xe ngựa bốn bánh ((thường) bốn ngựa); toa hành khách; xe buýt chạy đường dài; người kèm học, thầy dạy tư (luyện thi...); huấn luyện viên; chở bằng xe ngựa; dạy kèm, dạy tư; kèm (để luyện thi); huấn luyện, luyện tập (một vận động viên); hướng dẫn (phi công) bằng điện đài khi bay đêm; dặn dò; gợi ý (ai làm gì, nói gì); cung cấp tài liệu, cung cấp số liệu (cho ai); đi bằng xe ngựa; học tư (ai) (để luyện thi)","John flew coach to Vienna, but first-class back home.",""
"26816","defeat","defeat","B2","noun","ngoại động từ","/di'fi:t/","9","POS_MISMATCH | MANY_SENSES | LONG_MEANING | NOISY_PRIMARY_MEANING","15","385","sự thất bại (của một kế hoạch...)","sự thất bại (của một kế hoạch...); sự tiêu tan (hy vọng...); sự thua trận, sự bại trận; sự đánh bại (kẻ thù); sự huỷ bỏ, sự thủ tiêu; đánh thắng, đánh bại; làm thất bại (một kế hoạch...); làm tiêu tan (hy vọng...); sự thua trận, sự bại trận; sự đánh bại (kẻ thù); sự huỷ bỏ, sự thủ tiêu; đánh thắng, đánh bại; làm thất bại (một kế hoạch...); làm tiêu tan (hy vọng...); huỷ bỏ, thủ tiêu","Wellington defeated Napoleon at Waterloo.",""
"26148","fold","fold","B1","noun","nội động từ","/fould/","9","POS_MISMATCH | MANY_SENSES | LONG_MEANING | NOISY_PRIMARY_MEANING","17","368","bãi rào (nhốt súc vật)","bãi rào (nhốt súc vật); các con chiên; nhóm người cùng chung quyền lợi, nhóm người cùng chung mục đích; trở về với gia đình; quây (bâi) cho súc vật (để bán đất); cho (súc vật) vào bâi rào, quây (súc vật) vào bãi rào; nếp gấp; khe núi, hốc núi; khúc cuộn (của con rắn); nếp oằn; gấp, gập; vén, xắn; khoanh (tay); bọc kỹ; bao phủ; ôm, ãm (vào lòng); gập lại, gấp nếp lại","After two reraises in quick succession, John realised his best option was probably a fold.",""
"24198","corn","corn","A1","noun","ngoại động từ","/kɔ:n/","9","POS_MISMATCH | MANY_SENSES | LONG_MEANING | NOISY_PRIMARY_MEANING","16","367","chai (chân)","chai (chân); chỗ đau; tread; hạt ngũ cốc; cây ngũ cốc; ngô, bắp ((cũng) Indian corn); ,  (thông tục) rượu ngô; công nhận lời của ai là đúng; nhận lỗi; lợi dụng sự may mắn một cách khôn ngoan; lợi dụng sự thành công một cách khôn ngoan; ,  (từ lóng) khen ai, tán tụng ai, cho ai đi tàu bay; bushel; muối bằng muối hột, muối (thịt...); viên thành hạt nhỏ; nuôi bằng ngô","He paid her the nominal fee of two corns of barley.",""
"24746","brand","brand","A2","noun","ngoại động từ","/brænd/","9","POS_MISMATCH | MANY_SENSES | LONG_MEANING | NOISY_PRIMARY_MEANING","16","365","nhãn (hàng hoá)","nhãn (hàng hoá); loại hàng; dấu sắt nung (đóng vào vai tội nhân); vết dấu sắt nung; vết nhơ, vết nhục; khúc củi đang cháy dở; cây đuốc; thanh gươm, thanh kiếm; bệnh gỉ (cây); cứu ra khỏi tình trạng bị huỷ diệt; đóng nhãn (hàng hoá); đóng dấu bằng sắt nung (lên vai tội nhân); đốt bằng sắt nung; làm nhục, làm ô danh; khắc sâu (vào trí nhớ); gọi (ai) là, quy (ai) là","To burn something to brands and ashes.",""
"26558","buzz","buzz","B2","noun","ngoại động từ","/bʌs/","9","POS_MISMATCH | MANY_SENSES | LONG_MEANING | NOISY_PRIMARY_MEANING","17","364","tiếng vo vo (sâu bọ)","tiếng vo vo (sâu bọ); tiếng vù vù (máy bay); tiếng rì rầm; tiêng ồn ào; tin đồn; cưa tròn; kêu vo vo; kêu vù vù; rì rầm; lan truyền (tin đồn); bay sát máy bay khác (máy bay); tranh nhau nói ồn ào; ném mạnh, liệng mạnh (hòn đá); bay vo ve xung quanh (như con nhặng) ((nghĩa đen) & (nghĩa bóng)); đi mất, đi khỏi; chuồn, trốn mất; uống cạn, uống hết sạch (chai rượu)","Still feeling the buzz from the coffee, he pushed through the last of the homework.",""
"25820","crash","crash","B1","noun","ngoại động từ","/kræʃ/","9","POS_MISMATCH | MANY_SENSES | LONG_MEANING | NOISY_PRIMARY_MEANING","11","362","vải thô (làm khăn lau...)","vải thô (làm khăn lau...); tiếng đổ vỡ loảng xoảng, tiếng va chạm loảng xoảng, tiếng đổ sầm, tiếng nổ (sét...); sự rơi (máy bay); sự đâm sầm vào (ô tô); sự phá sản, sự sụp đổ; rơi vỡ loảng xoảng, dổ ầm xuống; đâm sầm xuống, đâm sầm vào; phá sản; phá tan tành, phá vụn; ,  (từ lóng) lẻn vào không có giấy mời, lẻn vào không có vé; tràn vào, đọt nhập vào, xâm nhập","After the lightning came the crash of thunder.",""
"24384","hat","hat","A1","noun","ngoại động từ","/hæt/","9","POS_MISMATCH | MANY_SENSES | LONG_MEANING | NOISY_PRIMARY_MEANING","15","350","cái mũ ((thường) có vành)","cái mũ ((thường) có vành); người xấu, người đê tiện, người không có luân thường đạo lý; đi quyên tiền; lệ thuộc vào ai; bám vào ai, dựa vào ai; hy vọng vào ai; khúm núm; anh ta sống độc thân không có gia đình; giữ bí mật điều gì; thật à!, thế à! (tỏ ý ngạc nhiên); take; huênh hoang khoác lác; nhận lời thách; hết sức bí mật, tối mật; đội mũ cho (ai)","I hit the jackpot.",""
"25611","bore","bore","B1","verb","thời quá khứ của bear","/bɔ:/","9","POS_MISMATCH | MANY_SENSES | LONG_MEANING | NOISY_PRIMARY_MEANING","14","332","lỗ khoan (dò mạch mỏ)","lỗ khoan (dò mạch mỏ); nòng (súng); cỡ nòng (súng); khoan đào, xoi; lách qua; chèn (một con ngựa khác) ra khỏi vòng đua (đua ngựa); thò cổ ra (ngựa); việc chán ngắt, việc buồn tẻ; điều buồn bực; người hay quấy rầy, người hay làm phiền; người hay nói chuyện dớ dẩn; làm buồn; làm rầy, làm phiền, quấy rầy; nước triều lớn (ở cửa sông)","the bore of a cannon",""
"24756","bush","bush","A2","noun","ngoại động từ","/buʃ/","9","POS_MISMATCH | MANY_SENSES | LONG_MEANING | MISSING_EXAMPLE | DUPLICATE_PRIMARY_MEANING","12","319","bụi cây","bụi cây, bụi rậm; rừng cây bụi; râu rậm, tóc râm; biển hàng rượu, quán rượu; beat; hữu xạ tự nhiên hương; trốn vào rừng đi ăn cướp; trồng bụi cây (trên một khoảng đất trống để ngăn ngừa sự săn trộm bằng lưới); bừa (một mảnh ruộng) băng bừa có gài cành cây; ống lót, cái lót trục; ống phát hoả; đặt ống lót, đặt lót trục","",""
