"id","word","pos","cefr_level","before_quiz_meaning_vi","after_quiz_meaning_vi","before_meaning_vi","after_meaning_vi","confidence","changed_fields","pos_verification","examples_json","correction_notes"
"24047","bad","adjective","A1","xấu","tồi","xấu; tồi","tồi","high","primary_meaning_vi | meaning_vi | example_en | example_vi | vocabulary_examples","{""expected_pos"":""adjective"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Từ 'bad' được dùng làm tính từ bổ nghĩa cho danh từ trong tất cả các ví dụ.""}","[{""meaning_vi"":""tồi"",""example_en"":""The weather is very bad today."",""example_vi"":""Thời tiết hôm nay rất tồi.""},{""meaning_vi"":""tồi"",""example_en"":""I had a bad dream last night."",""example_vi"":""Tôi đã có một giấc mơ tồi vào đêm qua.""},{""meaning_vi"":""tồi"",""example_en"":""This is a bad idea for our project."",""example_vi"":""Đây là một ý tưởng tồi cho dự án của chúng ta.""},{""meaning_vi"":""tồi"",""example_en"":""He is in a bad mood right now."",""example_vi"":""Anh ấy đang có tâm trạng tồi lúc này.""},{""meaning_vi"":""tồi"",""example_en"":""The food at that restaurant was bad."",""example_vi"":""Đồ ăn ở nhà hàng đó rất tồi.""},{""meaning_vi"":""tồi"",""example_en"":""It was a bad experience for everyone."",""example_vi"":""Đó là một trải nghiệm tồi đối với mọi người.""},{""meaning_vi"":""tồi"",""example_en"":""She has a bad cold this week."",""example_vi"":""Cô ấy bị cảm lạnh tồi trong tuần này.""},{""meaning_vi"":""tồi"",""example_en"":""The service at the hotel was bad."",""example_vi"":""Dịch vụ tại khách sạn đó rất tồi.""},{""meaning_vi"":""tồi"",""example_en"":""Don't make a bad decision today."",""example_vi"":""Đừng đưa ra một quyết định tồi vào hôm nay.""},{""meaning_vi"":""tồi"",""example_en"":""The traffic is really bad this morning."",""example_vi"":""Giao thông thực sự rất tồi vào sáng nay.""}]","Đã xác định nghĩa tính từ 'tồi' phù hợp với trình độ A1 và tạo 10 ví dụ chuẩn xác."
"24048","bag","noun","A1","túi","cái túi","túi; bao","cái túi","high","primary_meaning_vi | meaning_vi | example_en | example_vi | vocabulary_examples","{""expected_pos"":""noun"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Từ 'bag' được dùng làm danh từ chỉ vật trong tất cả các ví dụ.""}","[{""meaning_vi"":""cái túi"",""example_en"":""She put her keys in her bag."",""example_vi"":""Cô ấy để chìa khóa vào trong túi của mình.""},{""meaning_vi"":""cái túi"",""example_en"":""I bought a new leather bag yesterday."",""example_vi"":""Tôi đã mua một cái túi da mới ngày hôm qua.""},{""meaning_vi"":""cái túi"",""example_en"":""Please carry this heavy bag for me."",""example_vi"":""Làm ơn mang cái túi nặng này giúp tôi.""},{""meaning_vi"":""cái túi"",""example_en"":""His bag is full of books."",""example_vi"":""Cái túi của anh ấy đầy sách.""},{""meaning_vi"":""cái túi"",""example_en"":""I left my bag on the bus."",""example_vi"":""Tôi đã để quên cái túi của mình trên xe buýt.""},{""meaning_vi"":""cái túi"",""example_en"":""She opened her bag to find her phone."",""example_vi"":""Cô ấy mở cái túi ra để tìm điện thoại.""},{""meaning_vi"":""cái túi"",""example_en"":""This bag is too small for my laptop."",""example_vi"":""Cái túi này quá nhỏ so với máy tính xách tay của tôi.""},{""meaning_vi"":""cái túi"",""example_en"":""He lost his bag at the airport."",""example_vi"":""Anh ấy đã làm mất cái túi của mình tại sân bay.""},{""meaning_vi"":""cái túi"",""example_en"":""Can you help me lift this bag?"",""example_vi"":""Bạn có thể giúp tôi nhấc cái túi này lên không?""},{""meaning_vi"":""cái túi"",""example_en"":""My bag is made of recycled material."",""example_vi"":""Cái túi của tôi được làm từ vật liệu tái chế.""}]","Đã xác định nghĩa danh từ 'cái túi' phù hợp với trình độ A1 và tạo 10 ví dụ chuẩn xác."
"24049","ball","noun","A1","quả bóng","quả bóng","quả bóng; buổi khiêu vũ","quả bóng","high","meaning_vi | vocabulary_examples","{""expected_pos"":""noun"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Từ 'ball' được dùng làm danh từ chỉ vật trong tất cả các ví dụ.""}","[{""meaning_vi"":""quả bóng"",""example_en"":""The children are playing with a ball."",""example_vi"":""Những đứa trẻ đang chơi với một quả bóng.""},{""meaning_vi"":""quả bóng"",""example_en"":""He kicked the ball into the goal."",""example_vi"":""Anh ấy đá quả bóng vào khung thành.""},{""meaning_vi"":""quả bóng"",""example_en"":""She threw the ball to her friend."",""example_vi"":""Cô ấy ném quả bóng cho bạn mình.""},{""meaning_vi"":""quả bóng"",""example_en"":""The ball rolled under the table."",""example_vi"":""Quả bóng lăn xuống dưới gầm bàn.""},{""meaning_vi"":""quả bóng"",""example_en"":""We need a new ball for the game."",""example_vi"":""Chúng tôi cần một quả bóng mới cho trận đấu.""},{""meaning_vi"":""quả bóng"",""example_en"":""The dog is chasing the ball."",""example_vi"":""Con chó đang đuổi theo quả bóng.""},{""meaning_vi"":""quả bóng"",""example_en"":""Catch the ball before it hits the window."",""example_vi"":""Hãy bắt lấy quả bóng trước khi nó đập vào cửa sổ.""},{""meaning_vi"":""quả bóng"",""example_en"":""The ball is very colorful."",""example_vi"":""Quả bóng rất nhiều màu sắc.""},{""meaning_vi"":""quả bóng"",""example_en"":""He lost his favorite ball in the park."",""example_vi"":""Anh ấy đã làm mất quả bóng yêu thích của mình ở công viên.""},{""meaning_vi"":""quả bóng"",""example_en"":""The ball bounced high in the air."",""example_vi"":""Quả bóng nảy cao lên không trung.""}]","Đã xác định nghĩa danh từ 'quả bóng' phù hợp với trình độ A1 và tạo 10 ví dụ chuẩn xác."
"24051","band","noun","A1","dải","ban nhạc","dải; ban nhạc; nhóm người","ban nhạc","high","primary_meaning_vi | meaning_vi | example_en | example_vi | vocabulary_examples","{""expected_pos"":""noun"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Từ 'band' được dùng làm danh từ chỉ nhóm nhạc trong tất cả các ví dụ.""}","[{""meaning_vi"":""ban nhạc"",""example_en"":""The band is playing at the concert tonight."",""example_vi"":""Ban nhạc đang biểu diễn tại buổi hòa nhạc tối nay.""},{""meaning_vi"":""ban nhạc"",""example_en"":""She wants to join a rock band."",""example_vi"":""Cô ấy muốn tham gia một ban nhạc rock.""},{""meaning_vi"":""ban nhạc"",""example_en"":""The band has five talented members."",""example_vi"":""Ban nhạc có năm thành viên tài năng.""},{""meaning_vi"":""ban nhạc"",""example_en"":""I love listening to this band's music."",""example_vi"":""Tôi thích nghe nhạc của ban nhạc này.""},{""meaning_vi"":""ban nhạc"",""example_en"":""The band practiced for hours yesterday."",""example_vi"":""Ban nhạc đã tập luyện hàng giờ vào ngày hôm qua.""},{""meaning_vi"":""ban nhạc"",""example_en"":""They formed a band in high school."",""example_vi"":""Họ đã thành lập một ban nhạc từ thời trung học.""},{""meaning_vi"":""ban nhạc"",""example_en"":""The band is very popular in our city."",""example_vi"":""Ban nhạc rất nổi tiếng trong thành phố của chúng tôi.""},{""meaning_vi"":""ban nhạc"",""example_en"":""We saw the band perform live last week."",""example_vi"":""Chúng tôi đã xem ban nhạc biểu diễn trực tiếp tuần trước.""},{""meaning_vi"":""ban nhạc"",""example_en"":""The band is looking for a new singer."",""example_vi"":""Ban nhạc đang tìm kiếm một ca sĩ mới.""},{""meaning_vi"":""ban nhạc"",""example_en"":""Every member of the band plays an instrument."",""example_vi"":""Mỗi thành viên của ban nhạc đều chơi một loại nhạc cụ.""}]","Đã xác định nghĩa danh từ 'ban nhạc' phù hợp với trình độ A1 và tạo 10 ví dụ chuẩn xác."
"24053","bar","noun","A1","thanh","quán bar","thanh; quầy rượu; rào chắn","quán bar","high","primary_meaning_vi | meaning_vi | example_en | example_vi | vocabulary_examples","{""expected_pos"":""noun"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Từ 'bar' được dùng làm danh từ chỉ địa điểm trong tất cả các ví dụ.""}","[{""meaning_vi"":""quán bar"",""example_en"":""They met at a small bar downtown."",""example_vi"":""Họ đã gặp nhau tại một quán bar nhỏ ở trung tâm thành phố.""},{""meaning_vi"":""quán bar"",""example_en"":""The bar is open until midnight."",""example_vi"":""Quán bar mở cửa đến tận nửa đêm.""},{""meaning_vi"":""quán bar"",""example_en"":""He works at a bar on weekends."",""example_vi"":""Anh ấy làm việc tại một quán bar vào cuối tuần.""},{""meaning_vi"":""quán bar"",""example_en"":""Let's go to the bar for a drink."",""example_vi"":""Hãy đến quán bar để uống một chút gì đó.""},{""meaning_vi"":""quán bar"",""example_en"":""The bar was very crowded last night."",""example_vi"":""Quán bar rất đông đúc vào tối qua.""},{""meaning_vi"":""quán bar"",""example_en"":""She is the owner of that local bar."",""example_vi"":""Cô ấy là chủ của quán bar địa phương đó.""},{""meaning_vi"":""quán bar"",""example_en"":""We found a nice bar near the hotel."",""example_vi"":""Chúng tôi đã tìm thấy một quán bar đẹp gần khách sạn.""},{""meaning_vi"":""quán bar"",""example_en"":""The bar serves great snacks."",""example_vi"":""Quán bar phục vụ những món ăn nhẹ rất ngon.""},{""meaning_vi"":""quán bar"",""example_en"":""He sat at the bar and ordered a coffee."",""example_vi"":""Anh ấy ngồi tại quán bar và gọi một ly cà phê.""},{""meaning_vi"":""quán bar"",""example_en"":""The music in the bar was too loud."",""example_vi"":""Nhạc trong quán bar quá to.""}]","Đã xác định nghĩa danh từ 'quán bar' phù hợp với trình độ A1 và tạo 10 ví dụ chuẩn xác."
"24056","bath","noun","A1","sự tắm","bồn tắm","sự tắm; bồn tắm","bồn tắm","high","primary_meaning_vi | meaning_vi | example_en | example_vi | vocabulary_examples","{""expected_pos"":""noun"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Từ 'bath' được dùng làm danh từ chỉ vật trong tất cả các ví dụ.""}","[{""meaning_vi"":""bồn tắm"",""example_en"":""She is relaxing in the bath."",""example_vi"":""Cô ấy đang thư giãn trong bồn tắm.""},{""meaning_vi"":""bồn tắm"",""example_en"":""The bathroom has a large bath."",""example_vi"":""Phòng tắm có một cái bồn tắm lớn.""},{""meaning_vi"":""bồn tắm"",""example_en"":""He cleaned the bath this morning."",""example_vi"":""Anh ấy đã cọ rửa bồn tắm vào sáng nay.""},{""meaning_vi"":""bồn tắm"",""example_en"":""The water in the bath is warm."",""example_vi"":""Nước trong bồn tắm rất ấm.""},{""meaning_vi"":""bồn tắm"",""example_en"":""I need to fix the drain in the bath."",""example_vi"":""Tôi cần sửa đường thoát nước trong bồn tắm.""},{""meaning_vi"":""bồn tắm"",""example_en"":""She bought a new bath for the house."",""example_vi"":""Cô ấy đã mua một cái bồn tắm mới cho ngôi nhà.""},{""meaning_vi"":""bồn tắm"",""example_en"":""The child is playing in the bath."",""example_vi"":""Đứa trẻ đang chơi trong bồn tắm.""},{""meaning_vi"":""bồn tắm"",""example_en"":""Please don't leave the bath dirty."",""example_vi"":""Làm ơn đừng để bồn tắm bẩn.""},{""meaning_vi"":""bồn tắm"",""example_en"":""The bath is made of white porcelain."",""example_vi"":""Bồn tắm được làm bằng sứ trắng.""},{""meaning_vi"":""bồn tắm"",""example_en"":""He filled the bath with hot water."",""example_vi"":""Anh ấy đã đổ đầy nước nóng vào bồn tắm.""}]","Đã xác định nghĩa danh từ 'bồn tắm' phù hợp với trình độ A1 và tạo 10 ví dụ chuẩn xác."
"24057","bathroom","noun","A1","phòng tắm","phòng tắm","phòng tắm; nhà vệ sinh","phòng tắm","high","meaning_vi | example_en | example_vi | vocabulary_examples","{""expected_pos"":""noun"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Từ 'bathroom' được dùng làm danh từ chỉ căn phòng trong tất cả các ví dụ.""}","[{""meaning_vi"":""phòng tắm"",""example_en"":""The bathroom is very clean."",""example_vi"":""Phòng tắm rất sạch sẽ.""},{""meaning_vi"":""phòng tắm"",""example_en"":""Where is the bathroom, please?"",""example_vi"":""Làm ơn cho hỏi phòng tắm ở đâu?""},{""meaning_vi"":""phòng tắm"",""example_en"":""She is cleaning the bathroom now."",""example_vi"":""Cô ấy đang dọn dẹp phòng tắm bây giờ.""},{""meaning_vi"":""phòng tắm"",""example_en"":""Our house has two bathrooms."",""example_vi"":""Nhà chúng tôi có hai phòng tắm.""},{""meaning_vi"":""phòng tắm"",""example_en"":""The bathroom light is not working."",""example_vi"":""Đèn phòng tắm không hoạt động.""},{""meaning_vi"":""phòng tắm"",""example_en"":""He is in the bathroom right now."",""example_vi"":""Anh ấy đang ở trong phòng tắm ngay lúc này.""},{""meaning_vi"":""phòng tắm"",""example_en"":""The bathroom mirror is broken."",""example_vi"":""Gương phòng tắm bị vỡ.""},{""meaning_vi"":""phòng tắm"",""example_en"":""I need to paint the bathroom walls."",""example_vi"":""Tôi cần sơn lại các bức tường phòng tắm.""},{""meaning_vi"":""phòng tắm"",""example_en"":""The bathroom door is locked."",""example_vi"":""Cửa phòng tắm đang bị khóa.""},{""meaning_vi"":""phòng tắm"",""example_en"":""We need a new rug for the bathroom."",""example_vi"":""Chúng tôi cần một tấm thảm mới cho phòng tắm.""}]","Đã xác định nghĩa danh từ 'phòng tắm' phù hợp với trình độ A1 và tạo 10 ví dụ chuẩn xác."
"24059","beach","noun","A1","bãi biển","bãi biển","bãi biển","bãi biển","high","example_en | example_vi | vocabulary_examples","{""expected_pos"":""noun"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Từ 'beach' được dùng làm danh từ chỉ địa điểm trong tất cả các ví dụ.""}","[{""meaning_vi"":""bãi biển"",""example_en"":""We went to the beach yesterday."",""example_vi"":""Chúng tôi đã đi đến bãi biển ngày hôm qua.""},{""meaning_vi"":""bãi biển"",""example_en"":""The beach is very beautiful in summer."",""example_vi"":""Bãi biển rất đẹp vào mùa hè.""},{""meaning_vi"":""bãi biển"",""example_en"":""They are playing on the beach."",""example_vi"":""Họ đang chơi trên bãi biển.""},{""meaning_vi"":""bãi biển"",""example_en"":""I love walking along the beach."",""example_vi"":""Tôi thích đi dạo dọc theo bãi biển.""},{""meaning_vi"":""bãi biển"",""example_en"":""The beach was crowded with tourists."",""example_vi"":""Bãi biển đông đúc khách du lịch.""},{""meaning_vi"":""bãi biển"",""example_en"":""We found many shells on the beach."",""example_vi"":""Chúng tôi tìm thấy nhiều vỏ sò trên bãi biển.""},{""meaning_vi"":""bãi biển"",""example_en"":""The beach is a great place to relax."",""example_vi"":""Bãi biển là một nơi tuyệt vời để thư giãn.""},{""meaning_vi"":""bãi biển"",""example_en"":""He likes to swim at the beach."",""example_vi"":""Anh ấy thích bơi ở bãi biển.""},{""meaning_vi"":""bãi biển"",""example_en"":""The beach is clean and safe."",""example_vi"":""Bãi biển sạch và an toàn.""},{""meaning_vi"":""bãi biển"",""example_en"":""We watched the sunset at the beach."",""example_vi"":""Chúng tôi đã ngắm hoàng hôn tại bãi biển.""}]","Đã xác định nghĩa danh từ 'bãi biển' phù hợp với trình độ A1 và tạo 10 ví dụ chuẩn xác."
"24065","bed","noun","A1","cái giường","cái giường","cái giường; nền; lòng sông","cái giường","high","meaning_vi | vocabulary_examples","{""expected_pos"":""noun"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Từ 'bed' được dùng làm danh từ chỉ vật trong tất cả các ví dụ.""}","[{""meaning_vi"":""cái giường"",""example_en"":""I am going to bed now."",""example_vi"":""Tôi chuẩn bị đi ngủ đây.""},{""meaning_vi"":""cái giường"",""example_en"":""The bed is very comfortable."",""example_vi"":""Cái giường rất thoải mái.""},{""meaning_vi"":""cái giường"",""example_en"":""She sat on the edge of the bed."",""example_vi"":""Cô ấy ngồi trên mép giường.""},{""meaning_vi"":""cái giường"",""example_en"":""He bought a new bed for his room."",""example_vi"":""Anh ấy đã mua một cái giường mới cho phòng của mình.""},{""meaning_vi"":""cái giường"",""example_en"":""The cat is sleeping on the bed."",""example_vi"":""Con mèo đang ngủ trên giường.""},{""meaning_vi"":""cái giường"",""example_en"":""Please make your bed before leaving."",""example_vi"":""Làm ơn hãy dọn giường trước khi rời đi.""},{""meaning_vi"":""cái giường"",""example_en"":""This bed is too small for two people."",""example_vi"":""Cái giường này quá nhỏ cho hai người.""},{""meaning_vi"":""cái giường"",""example_en"":""I left my book on the bed."",""example_vi"":""Tôi đã để quên cuốn sách trên giường.""},{""meaning_vi"":""cái giường"",""example_en"":""The bed sheets are clean."",""example_vi"":""Ga trải giường rất sạch.""},{""meaning_vi"":""cái giường"",""example_en"":""He stayed in bed all day because he was sick."",""example_vi"":""Anh ấy nằm trên giường cả ngày vì bị ốm.""}]","Đã xác định nghĩa danh từ 'cái giường' phù hợp với trình độ A1 và tạo 10 ví dụ chuẩn xác."
"24068","beef","noun","A1","thịt bò","thịt bò","thịt bò","thịt bò","high","example_en | example_vi | vocabulary_examples","{""expected_pos"":""noun"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Từ 'beef' được dùng làm danh từ chỉ thực phẩm trong tất cả các ví dụ.""}","[{""meaning_vi"":""thịt bò"",""example_en"":""We are having beef for dinner."",""example_vi"":""Chúng tôi ăn thịt bò cho bữa tối.""},{""meaning_vi"":""thịt bò"",""example_en"":""She likes to cook beef with vegetables."",""example_vi"":""Cô ấy thích nấu thịt bò với rau củ.""},{""meaning_vi"":""thịt bò"",""example_en"":""This beef is very fresh."",""example_vi"":""Thịt bò này rất tươi.""},{""meaning_vi"":""thịt bò"",""example_en"":""He ordered a beef steak at the restaurant."",""example_vi"":""Anh ấy đã gọi một miếng bít tết thịt bò tại nhà hàng.""},{""meaning_vi"":""thịt bò"",""example_en"":""Do you prefer chicken or beef?"",""example_vi"":""Bạn thích thịt gà hay thịt bò hơn?""},{""meaning_vi"":""thịt bò"",""example_en"":""The beef was cooked perfectly."",""example_vi"":""Thịt bò đã được nấu chín hoàn hảo.""},{""meaning_vi"":""thịt bò"",""example_en"":""I bought some beef at the market."",""example_vi"":""Tôi đã mua một ít thịt bò ở chợ.""},{""meaning_vi"":""thịt bò"",""example_en"":""Beef is a good source of protein."",""example_vi"":""Thịt bò là một nguồn cung cấp protein tốt.""},{""meaning_vi"":""thịt bò"",""example_en"":""She doesn't eat beef."",""example_vi"":""Cô ấy không ăn thịt bò.""},{""meaning_vi"":""thịt bò"",""example_en"":""The soup contains pieces of beef."",""example_vi"":""Món súp có chứa những miếng thịt bò.""}]","Đã xác định nghĩa danh từ 'thịt bò' phù hợp với trình độ A1 và tạo 10 ví dụ chuẩn xác."
"24069","before","adverb","A1","trước","trước đây","trước","trước đây","high","primary_meaning_vi | meaning_vi | vocabulary_examples","{""expected_pos"":""adverb"",""senses_checked"":1,""examples_checked"":10,""quiz_meaning_matches_expected_pos"":true,""all_senses_match_expected_pos"":true,""all_examples_use_expected_pos"":true,""explanation"":""Từ 'before' được dùng làm phó từ chỉ thời gian trong tất cả các câu.""}","[{""meaning_vi"":""trước đây"",""example_en"":""I have seen this movie before."",""example_vi"":""Tôi đã xem bộ phim này trước đây rồi.""},{""meaning_vi"":""trước đây"",""example_en"":""Have you been to London before?"",""example_vi"":""Bạn đã từng đến London trước đây chưa?""},{""meaning_vi"":""trước đây"",""example_en"":""She has lived in this city before."",""example_vi"":""Cô ấy đã từng sống ở thành phố này trước đây.""},{""meaning_vi"":""trước đây"",""example_en"":""We have met each other before."",""example_vi"":""Chúng ta đã gặp nhau trước đây rồi.""},{""meaning_vi"":""trước đây"",""example_en"":""I have heard this song before."",""example_vi"":""Tôi đã nghe bài hát này trước đây rồi.""},{""meaning_vi"":""trước đây"",""example_en"":""They have visited this park before."",""example_vi"":""Họ đã từng ghé thăm công viên này trước đây.""},{""meaning_vi"":""trước đây"",""example_en"":""He has worked in a bank before."",""example_vi"":""Anh ấy đã từng làm việc ở ngân hàng trước đây.""},{""meaning_vi"":""trước đây"",""example_en"":""I have read this book before."",""example_vi"":""Tôi đã đọc cuốn sách này trước đây rồi.""},{""meaning_vi"":""trước đây"",""example_en"":""Have you eaten here before?"",""example_vi"":""Bạn đã từng ăn ở đây trước đây chưa?""},{""meaning_vi"":""trước đây"",""example_en"":""She has traveled abroad before."",""example_vi"":""Cô ấy đã từng đi du lịch nước ngoài trước đây.""}]","Đã tạo lại nghĩa phó từ 'trước đây' và 10 ví dụ phù hợp với trình độ A1."
